accession	description	base_count	scientific_name	tax_id	first_public	last_updated
BF494131	AT02556.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT02556 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	799	Drosophila melanogaster	7227	2000-12-07	2001-04-26
BI214744	RE20859.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE20859 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/12/2001, mRNA sequence.	677	Drosophila melanogaster	7227	2001-07-13	2001-07-13
BI623813	RH56162.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56162 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	601	Drosophila melanogaster	7227	2001-09-11	2001-09-11
BI630708	RH59992.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH59992 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/23/2001, mRNA sequence.	558	Drosophila melanogaster	7227	2001-09-11	2001-09-11
AA802598	GM05887.5prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/13/2002, mRNA sequence.	684	Drosophila melanogaster	7227	1998-02-13	2003-12-03
AI387658	GH18240.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH18240 3prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925, mRNA sequence.	512	Drosophila melanogaster	7227	1999-02-01	2001-04-25
AA440486	LD13208.3prime LD Drosophila melanogaster embryo BlueScript Drosophila melanogaster cDNA clone LD13208 3prime similar to U66409: Drosophila melanogaster Pgc mRNA, 3' non-coding region U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.	529	Drosophila melanogaster	7227	1997-06-03	2001-04-26
AY279327	Drosophila lutescens alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	2773	Drosophila lutescens	51159	2004-03-31	2006-11-14
AF006564	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	3482	Drosophila persimilis	7234	1997-09-11	2005-04-15
AF399012	Drosophila kuntzei alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, complete cds.	4800	Drosophila kuntzei	42027	2001-08-16	2005-04-15
JF735883	Drosophila obscura alcohol dehydrogenase gene, partial cds.	639	Drosophila obscura	7282	2011-10-24	2011-10-24
X62187	D.pseudoobscura Adh gene for alcohol dehydrogenase	3444	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62234	D.pseudoobscura Adh gene for alcohol dehydrogenase	3499	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64473	D.pseudoobscura Adh gene for alcohol dehydrogenase	3487	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64488	D.pseudoobscura Adh gene for alcohol dehydrogenase	3469	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
AH000981	Drosophila melanogaster alcohol dehydrogenase gene, partial cds.	271	Drosophila melanogaster	7227	2011-06-30	2011-06-30
M19264	D.mauritiana alcohol dehydrogenase gene, complete cds.	4581	Drosophila mauritiana	7226	1988-10-04	2006-11-14
U68469	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	2146	Drosophila guanche	7266	1999-01-06	1999-09-17
X62212	D.pseudoobscura Adh gene for alcohol dehydrogenase	3459	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62237	D.pseudoobscura Adh gene for alcohol dehydrogenase	3470	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64479	D.pseudoobscura Adh gene for alcohol dehydrogenase	3459	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
JF735884	Drosophila phalerata alcohol dehydrogenase gene, partial cds.	370	Drosophila phalerata	7283	2011-10-24	2011-10-24
X62227	D.pseudoobscura Adh gene for alcohol dehydrogenase	3444	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64475	D.pseudoobscura Adh gene for alcohol dehydrogenase	3470	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64489	D.pseudoobscura Adh gene for alcohol dehydrogenase	3472	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
M63392	Drosophila picticornis alcohol dehydrogenase gene, complete cds.	1598	Drosophila picticornis	7235	1991-04-04	2006-11-14
X64482	D.pseudoobscura Adh gene for alcohol dehydrogenase	3498	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62197	D.pseudoobscura Adh gene for alcohol dehydrogenase	3490	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62202	D.pseudoobscura Adh gene for alcohol dehydrogenase	3476	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62205	D.pseudoobscura Adh gene for alcohol dehydrogenase	3479	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62207	D.pseudoobscura Adh gene for alcohol dehydrogenase	3467	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62208	D.pseudoobscura Adh gene for alcohol dehydrogenase	3468	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62216	D.pseudoobscura Adh gene for alcohol dehydrogenase	3481	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62230	D.pseudoobscura Adh gene for alcohol dehydrogenase	3474	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64474	D.pseudoobscura Adh gene for alcohol dehydrogenase	3475	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64483	D.pseudoobscura Adh gene for alcohol dehydrogenase	3463	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64484	D.pseudoobscura Adh gene for alcohol dehydrogenase	3472	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62231	D.pseudoobscura Adh gene for alcohol dehydrogenase	3465	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
U68471	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	1042	Drosophila madeirensis	30013	1999-01-06	1999-09-17
X64481	D.pseudoobscura Adh gene for alcohol dehydrogenase	3494	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
AY238780	Drosophila miranda strain MSH22 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AY238781	Drosophila miranda strain MSH38 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AF264081	Drosophila tropicalis alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila tropicalis	46794	2000-05-30	2005-04-15
AF264082	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila willistoni	7260	2000-05-30	2005-04-15
AY006426	Drosophila primaeva alcohol dehydrogenase (Adh) gene, partial cds.	508	Drosophila primaeva	46814	2001-09-04	2005-09-26
AY081438	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	288	Drosophila nannoptera	103845	2002-08-09	2005-04-16
AY750121	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila tsigana	65966	2005-12-31	2006-07-20
AY750133	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila gani	311479	2005-12-31	2006-07-20
M73256	D.melanogaster alcohol dehydrogenase (Adh) gene, exon 2.	1375	Drosophila melanogaster	7227	1991-07-12	2006-11-14
MG684382	Drosophila rubida alcohol dehydrogenase (Adh) gene, partial cds.	693	Drosophila rubida	30044	2018-02-04	2018-02-04
AF264073	Drosophila capricorni alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila capricorni	46840	2000-05-30	2005-04-15
AF264074	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila equinoxialis	46790	2000-05-30	2005-04-15
AY006412	Drosophila oahuensis alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila oahuensis	46808	2001-09-04	2005-09-26
AY750125	Drosophila moriwakii alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila moriwakii	107829	2005-12-31	2006-07-20
AY750129	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila yunnanensis	311475	2005-12-31	2006-07-20
AY750143	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila medioconstricta	311480	2005-12-31	2006-07-20
DQ471664	Drosophila mercatorum alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila mercatorum	7253	2006-07-20	2006-07-20
EU532133	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	590	Drosophila fumipennis	126477	2010-01-21	2010-01-21
HQ631479	Drosophila ogumai alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila ogumai	307244	2011-08-30	2012-01-02
JF710263	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, complete cds.	890	Drosophila kanekoi	50033	2011-07-03	2011-07-03
L08648	Drosophila willistoni alcohol dehydrogenase (Adh) gene, complete cds.	1308	Drosophila willistoni	7260	1993-01-15	2006-11-14
M36581	D.simulans alcohol dehydrogenase (Adh) gene, complete cds.	2719	Drosophila simulans	7240	1990-08-30	2006-11-14
U26843	Drosophila lummei alcohol dehydrogenase (Adh) gene, complete cds.	950	Drosophila lummei	40371	1995-06-22	2005-04-17
X68159	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS298)	3476	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
AB026529	Drosophila paulistorum gene for alcohol dehydrogenase, partial cds.	776	Drosophila paulistorum	46793	1999-10-29	2005-04-14
AF059890	Drosophila pinicola alcohol dehydrogenase (Adh) gene, partial cds.	290	Drosophila pinicola	7256	1998-04-28	2005-04-15
AY006424	Drosophila obscuripes alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila obscuripes	46819	2001-09-04	2005-09-26
AY750122	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila lacertosa	119604	2005-12-31	2006-07-20
AY750128	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila tsigana	65966	2005-12-31	2006-07-20
HQ631469	Drosophila biarmipes alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila biarmipes	125945	2011-08-30	2012-01-02
HQ631474	Drosophila fuyamai alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila fuyamai	65963	2011-08-30	2012-01-02
HQ631477	Drosophila liui alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila liui	212812	2011-08-30	2012-01-02
HQ631482	Drosophila pseudoananassae alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila pseudoananassae	65964	2011-08-30	2012-01-02
HQ631483	Drosophila prostipennis alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila prostipennis	94111	2011-08-30	2012-01-02
HQ631485	Drosophila tani alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila tani	137070	2011-08-30	2012-01-02
HQ631486	Drosophila trapezifrons alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila trapezifrons	94110	2011-08-30	2012-01-02
HQ631487	Drosophila trilutea alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila trilutea	94114	2011-08-30	2012-01-02
AY754404	Drosophila affinis alcohol dehydrogenase (Adh) gene, complete cds.	2529	Drosophila affinis	7246	2005-04-04	2006-10-20
AB026526	Drosophila emarginata gene for alcohol dehydrogenase, partial cds.	840	Drosophila emarginata	30024	1999-10-29	2005-04-14
DQ471657	Drosophila aracataca alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila aracataca	30016	2006-07-20	2006-07-20
U94206	Drosophila soonae alcohol dehydrogenase (Adh) gene, partial cds.	204	Drosophila soonae	58310	1998-02-23	2005-04-18
AY750140	Drosophila unimaculata alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila unimaculata	311483	2005-12-31	2006-07-20
GQ376038	Drosophila simulans alcohol dehydrogenase (ADH) gene, partial cds.	410	Drosophila simulans	7240	2009-08-02	2009-08-03
U94196	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	222	Drosophila cyrtoloma	46895	1998-02-23	2005-04-18
X68161	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS302)	3463	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
AY238770	Drosophila miranda strain 0101.3 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AF260693	Drosophila robusta alcohol dehydrogenase-related protein gene, partial cds.	458	Drosophila robusta	7257	2000-09-20	2005-04-15
M60992	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	3485	Drosophila pseudoobscura bogotana	46244	1992-04-30	2006-11-14
X03630	Drosophila mojavensis duplicated Adh-2 gene fragment (alcohol dehydrogenase)	285	Drosophila mojavensis	7230	1986-11-18	2005-04-18
AB261133	Drosophila hypocausta Adh gene for alcohol dehydrogenase, partial cds.	850	Drosophila hypocausta	157293	2007-11-03	2007-11-03
AB261138	Drosophila neonasuta Adh gene for alcohol dehydrogenase, partial cds.	856	Drosophila neonasuta	154130	2007-11-03	2007-11-03
AB932653	Drosophila deflecta Adh gene for alcohol dehydrogenase, partial cds.	848	Drosophila deflecta	198716	2014-10-26	2014-10-26
AB932661	Drosophila macrospina Adh gene for alcohol dehydrogenase, partial cds.	847	Drosophila macrospina	434062	2014-10-26	2014-10-26
AB932671	Drosophila recens Adh gene for alcohol dehydrogenase, partial cds.	839	Drosophila recens	55946	2014-10-26	2014-10-26
AF260690	Drosophila hydei alcohol dehydrogenase-related protein gene, partial cds.	450	Drosophila hydei	7224	2000-09-20	2005-04-15
KM016467	Drosophila simulans isolate KY35 alcohol dehydrogenase-related gene, intron.	481	Drosophila simulans	7240	2014-09-24	2014-09-24
X57365	Drosophila yakuba (individual a) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
X57367	Drosophila yakuba (individual c) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
AB261132	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds.	858	Drosophila ruberrima	98362	2007-11-03	2007-11-03
AB932674	Drosophila sternopleuralis Adh gene for alcohol dehydrogenase, partial cds.	755	Drosophila sternopleuralis	30046	2014-10-26	2014-10-26
HQ232350	Drosophila hypercephala isolate c1 alcohol dehydrogenase gene, partial cds.	437	Drosophila hypercephala	1052065	2011-08-08	2011-08-08
KM016470	Drosophila simulans isolate KY06 alcohol dehydrogenase-related gene, intron.	476	Drosophila simulans	7240	2014-09-24	2014-09-24
KM016474	Drosophila simulans isolate KY04 alcohol dehydrogenase-related gene, intron.	481	Drosophila simulans	7240	2014-09-24	2014-09-24
U95272	Drosophila paulistorum Tame alcohol dehydrogenase (Adh) gene, complete cds.	1166	Drosophila paulistorum	46793	1999-01-06	2005-04-18
X57368	Drosophila yakuba (individual d) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
AB033639	Drosophila sordidula Adh mRNA for alcohol dehydrogenase, partial cds.	711	Drosophila sordidula	55950	1999-11-16	2006-07-17
AB932652	Drosophila curvispina Adh gene for alcohol dehydrogenase, partial cds.	845	Drosophila curvispina	126591	2015-01-14	2015-01-14
AB033640	Drosophila virilis Adh mRNA for alcohol dehydrogenase, partial cds.	711	Drosophila virilis	7244	1999-11-16	2006-07-17
AB932676	Drosophila tenebrosa Adh gene for alcohol dehydrogenase, partial cds.	849	Drosophila tenebrosa	614641	2014-10-26	2014-10-26
X57371	Drosophila yakuba (individual g) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
U76484	Drosophila hydei alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	251	Drosophila hydei	7224	1997-03-06	2000-03-04
U26845	Drosophila montana alcohol dehydrogenase (Adh-2) gene, complete cds.	957	Drosophila montana	40370	1995-06-22	2005-04-17
X57363	Drosophila simulans (individual e) Adh gene for alcohol dehydrogenase	972	Drosophila simulans	7240	1991-07-17	2006-11-14
X57364	Drosophila simulans (individual f) Adh gene for alcohol dehydrogenase	975	Drosophila simulans	7240	1991-07-17	2006-11-14
X57366	Drosophila yakuba (individual b) ADH gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
X60791	D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase	1925	Drosophila melanogaster	7227	1991-10-07	2006-11-14
U95254	Drosophila willistoni A57 alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
AF201442	Drosophila simulans isolate RU01 alcohol dehydrogenase (Adhr) gene, intron 1.	478	Drosophila simulans	7240	2000-07-03	2006-11-14
DQ471621	Drosophila daruma strain 137 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila daruma	309936	2006-07-20	2006-07-20
DQ471645	Drosophila beppui strain 260 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila beppui	381453	2006-07-20	2006-07-20
DQ471652	Drosophila lacertosa strain 240 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila lacertosa	119604	2006-07-20	2006-07-20
EU532124	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	588	Drosophila paulistorum	46793	2010-01-21	2010-01-21
KX976501	Drosophila yakuba isolate Yakuba_Abidjan_12 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
M60987	Drosophila pseudoobscura (strain AH162) alcohol dehydrogenase (adh) gene, complete cds.	3466	Drosophila pseudoobscura	7237	1992-01-26	2006-11-14
U95263	Drosophila willistoni Manaus III alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
AF284476	Drosophila mauritiana strain 197 alcohol dehydrogenase (Adh) gene, partial cds.	701	Drosophila mauritiana	7226	2000-11-02	2006-11-14
DQ471618	Drosophila daruma strain 109 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila daruma	309936	2006-07-20	2006-07-20
DQ471620	Drosophila barutani strain 53 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila barutani	381452	2006-07-20	2006-07-20
DQ471639	Drosophila barutani strain 52 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila barutani	381452	2006-07-20	2006-07-20
DQ471649	Drosophila karakasa strain 249 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila karakasa	381466	2006-07-20	2006-07-20
EU532126	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	507	Drosophila paulistorum	46793	2010-01-21	2010-01-21
KX384730	Drosophila bipectinata strain IND_DBP_U14 alcohol dehydrogenase (Adh) gene, partial cds.	873	Drosophila bipectinata	42026	2017-01-03	2017-01-03
M60983	Drosophila pseudoobscura (strain AH122) alcohol dehydrogenase (adh) gene, complete cds.	3487	Drosophila pseudoobscura	7237	1992-01-26	2006-11-14
U95252	Drosophila willistoni 0811.4 alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
U95269	Drosophila equinoxialis Puerto Rico alcohol dehydrogenase (Adh) gene, complete cds.	1167	Drosophila equinoxialis	46790	1999-01-06	2005-04-18
AB154557	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh16.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AB154562	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh21.	683	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AF201445	Drosophila simulans isolate MD111 alcohol dehydrogenase (Adhr) gene, intron 1.	465	Drosophila simulans	7240	2000-07-03	2006-11-14
AY095939	Drosophila transversa isolate tra1 alcohol dehydrogenase (Adh) gene, partial cds.	435	Drosophila transversa	193351	2003-05-01	2008-12-16
DQ471623	Drosophila daruma strain 151 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila daruma	309936	2006-07-20	2006-07-20
DQ471638	Drosophila angor strain 33 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
EU532121	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	558	Drosophila paulistorum	46793	2010-01-21	2010-01-21
JF710264	Drosophila borealis strain W alcohol dehydrogenase (Adh) gene, complete cds.	895	Drosophila borealis	40368	2011-07-03	2011-07-03
JX455219	Drosophila simulans isolate HW50 alcohol dehydrogenase (Adhr) gene, intron 1.	481	Drosophila simulans	7240	2012-09-03	2014-01-02
KX976491	Drosophila yakuba isolate Yakuba_Montecafe_17_17 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
KX976493	Drosophila yakuba isolate Yakuba_Cascade_18 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
KX976495	Drosophila yakuba isolate Yakuba_Cascade_19 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
KX976520	Drosophila yakuba isolate Yakuba_2_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
M60997	Drosophila persimilis (strain 178) alcohol dehydrogenase (adh) gene, complete cds.	3506	Drosophila persimilis	7234	1992-01-24	2006-11-14
Z00030	D. melanogaster alcohol dehydrogenase structural gene and flanks (composite sequence)	7423	Drosophila melanogaster	7227	1986-07-02	2006-11-14
AB154558	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh17.	683	Drosophila kikkawai	30033	2004-04-01	2005-04-14
DQ471610	Drosophila lacertosa strain 170 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila lacertosa	119604	2006-07-20	2006-07-20
DQ471619	Drosophila asper strain 152 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila asper	381449	2006-07-20	2006-07-20
AB154549	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh08.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AY095946	Drosophila curvispina isolate cur1 alcohol dehydrogenase (Adh) gene, partial cds.	443	Drosophila curvispina	126591	2003-05-01	2008-12-16
AY095951	Drosophila phalerata isolate pha1 alcohol dehydrogenase (Adh) gene, partial cds.	430	Drosophila phalerata	7283	2003-05-01	2008-12-16
AY335196	Drosophila capricorni clone Dcap3 alcohol dehydrogenase (Adh) gene, partial cds.	776	Drosophila capricorni	46840	2003-12-31	2005-04-16
AF201435	Drosophila simulans isolate DSW alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AF201447	Drosophila simulans isolate MD199 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AB154548	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh07.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
DQ471612	Drosophila angor strain A138 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
EU532123	Drosophila paulistorum from Honduras alcohol dehydrogenase (Adh) gene, partial cds.	588	Drosophila paulistorum	46793	2010-01-21	2010-01-21
JX455211	Drosophila simulans isolate HW02 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
DQ471616	Drosophila angor strain 112 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
AY095940	Drosophila kuntzei isolate kun1 alcohol dehydrogenase (Adh) gene, partial cds.	431	Drosophila kuntzei	42027	2003-05-01	2008-12-16
AY335199	Drosophila sturtevanti clone Dsturt1 alcohol dehydrogenase (Adh) gene, partial cds.	792	Drosophila sturtevanti	30047	2003-12-31	2005-04-16
DQ471640	Drosophila medioconstricta strain 148 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila medioconstricta	311480	2006-07-20	2006-07-20
EU532122	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	573	Drosophila paulistorum	46793	2010-01-21	2010-01-21
JX455210	Drosophila simulans isolate HW01 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
U95268	Drosophila equinoxialis 0741.0 alcohol dehydrogenase (Adh) gene, complete cds.	1174	Drosophila equinoxialis	46790	1999-01-06	2005-04-18
U95274	Drosophila tropicalis 0801.0 alcohol dehydrogenase (Adh) gene, complete cds.	1162	Drosophila tropicalis	46794	1999-01-06	2005-04-18
KX976505	Drosophila yakuba isolate Yakuba_Bosu_1235_14 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
AB669852	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: NHO115.	830	Drosophila jambulina	111875	2014-01-02	2014-01-02
AF136658	Drosophila americana americana G96.40X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136665	Drosophila americana americana G96.06X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136674	Drosophila americana americana G96.10X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136705	Drosophila americana texana LP97.02 alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana texana	40372	1999-06-03	2005-04-15
AF136706	Drosophila americana texana LP97.09 alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana texana	40372	1999-06-03	2005-04-15
AF175212	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h13 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF175217	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k30 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
U64547	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS323 allele, complete cds.	3471	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
U64551	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS334 allele, complete cds.	3473	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
Y00602	D. pseudoobscura Adh gene for alcohol dehydrogenase (EC1.1.1.1)	3535	Drosophila pseudoobscura	7237	1987-09-19	2006-11-14
AB669840	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.	842	Drosophila triauraria	67534	2014-01-02	2014-01-02
AB669853	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.	836	Drosophila punjabiensis	60717	2014-01-02	2014-01-02
